Incident Number,Incident Date,Field Unit,Protected Heritage Area,Incident Type,Species Common Name,Sum of Number of Animals,Animal Health Status,Cause of Animal Health Status,Animal Behaviour,Reason for Animal Behaviour,Animal Attractant,Deterrents Used,Animal Response to Deterrents
2019-HWC-0000-BANFU-1775,2019-10-04,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,20,,,,,,,
2019-HWC-0000-BANFU-1775,2019-10-04,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Indifferent to People/Vehicles,Habituation,Vegetation (natural),Visual - Flagging or stick,Retreat - Run
2019-HWC-0000-BANFU-1777,2019-10-04,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,2,,,,,,,
2019-HWC-0000-BANFU-1777,2019-10-04,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Indifferent to People/Vehicles,,Vegetation (natural),None,
2019-HWC-0000-BANFU-1778,2019-10-04,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,Unyielding (refuse to give ground),,Unknown,Noise - Voice,Indifferent
2019-HWC-0000-BANFU-1779,2019-10-04,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,49,,,,,,,
2019-HWC-0000-BANFU-1779,2019-10-04,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Indifferent to People/Vehicles,Habituation,Domestic grass,Presence of Officer/Person,Retreat - Walk
2019-HWC-0000-GASFU-0019,2019-10-04,Gaspesie Field Unit,Forillon National Park of Canada,Human Wildlife Interaction,Black Bear,1,,,,,,,
2019-HWC-0000-JASFU-2486,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,14,,,,,,,
2019-HWC-0000-JASFU-2486,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0000-JASFU-2653,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,10,,,,,,,
2019-HWC-0000-JASFU-2653,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0000-JASFU-2654,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0000-JASFU-2655,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0000-JASFU-2656,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Nuisance Wildlife,Red Squirrel,1,,,,,,,
2019-HWC-0000-JASFU-2657,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,,,Presence - Wildlife Exclusion Zones,Habituation,Domestic grass,,
2019-HWC-0000-JASFU-2658,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Moose,1,Healthy,,Bluff Charge,Defence of Space,,,
2019-HWC-0000-JASFU-2659,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,Red-necked Grebe,1,Healthy,Entangle-Entrapment,,,,,
2019-HWC-0000-JASFU-2660,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,15,,,,,,,
2019-HWC-0000-JASFU-2660,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0000-JASFU-2661,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Unknown bear,1,,,Presence - Wildlife Exclusion Zones,Unknown,,,
2019-HWC-0000-JASFU-2663,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,1,,,Presence - Wildlife Exclusion Zones,Habituation,,Non-impact - Chalkball,Retreat - Run
2019-HWC-0000-WATFU-0025,2019-10-04,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Wildlife Sighting,Black Bear,1,Healthy,,Unaware,Habituation,Vegetation (natural),,
2019-HWC-0000-YKLLFU-0198,2019-10-04,"Lake Louise, Yoho and Kootenay Field Unit",Yoho National Park of Canada,Human Wildlife Interaction,Black Bear,4,,,,,,,
2019-HWC-0005-YKLLFU-0581,2019-10-04,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Human Wildlife Interaction,Moose,1,,,,,,,
2019-HWC-0016-JASFU-0052,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,Marten,1,Injured,Entangle-Entrapment,,,,,
2019-HWC-0052-YKLLFU-0126,2019-10-04,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Attractant,None,0,,,,,Not applicable,,
2019-HWC-0320-BANFU-0005,2019-10-04,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Plains Bison,1,Healthy,,,,,,
2019-HWC-0441-JASFU-0009,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Moose,1,,,Bluff Charge,Defence of Space,,,
2019-HWC-0441-JASFU-0010,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Moose,1,,,Bluff Charge,Defence of Space,,,
2019-HWC-0446-JASFU-0116,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,Red Fox,1,Dead,Collision,,,,,
2019-HWC-0446-JASFU-0117,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0446-JASFU-0118,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,13,,,,,,,
2019-HWC-0446-JASFU-0118,2019-10-04,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0486-MRGFU-0035,2019-10-04,Mount Revelstoke and Glacier Field Unit,Glacier National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,Healthy,,,,,,
2019-HWC-0590-WATFU-0035,2019-10-04,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Management Intervention,Black Bear,1,,,,,,,
2019-HWC-0000-BANFU-1780,2019-10-05,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,30,,,,,,,
2019-HWC-0000-BANFU-1780,2019-10-05,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Unaware,Defence of Mate,Vegetation (natural),Visual - Flagging or stick,Retreat - Walk
2019-HWC-0000-BANFU-1824,2019-10-05,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Great Horned Owl,1,Dead,Collision,,,,,
2019-HWC-0000-JASFU-2664,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,Habituation,Domestic grass,,
2019-HWC-0000-JASFU-2665,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Bluff Charge,Defence of Mate,,,
2019-HWC-0000-JASFU-2674,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,6,,,,,,,
2019-HWC-0000-JASFU-2674,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0000-JASFU-2675,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,,,Presence - Wildlife Exclusion Zones,,Domestic grass,,
2019-HWC-0000-JASFU-2676,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0000-JASFU-2677,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,21,,,,,,,
2019-HWC-0000-JASFU-2677,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0000-JASFU-2678,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0000-JASFU-2679,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0000-JASFU-2680,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,Golden Eagle,1,Injured,Unknown,,,,,
2019-HWC-0000-JASFU-2681,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,8,,,,,,,
2019-HWC-0000-JASFU-2681,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0005-YKLLFU-0582,2019-10-05,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Attractant,None,0,,,,,Grain,,
2019-HWC-0110-BANFU-0012,2019-10-05,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,50,,,,,,,
2019-HWC-0110-BANFU-0012,2019-10-05,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Bluff Charge,Defence of Young,Vegetation (natural),Impact - Chalkball,Retreat - Run
2019-HWC-0110-BANFU-0012,2019-10-05,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,2,Healthy,,Indifferent to People/Vehicles,Habituation,Vegetation (natural),Presence of Officer/Person,Retreat - Walk
2019-HWC-0110-BANFU-0021,2019-10-05,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Muskrat,1,Dead,Unknown,Avoidance,Stress,Unknown,Not Applicable,Not Applicable
2019-HWC-0191-JASFU-0040,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Bluff Charge,Unknown,Domestic grass,,
2019-HWC-0191-JASFU-0042,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,,,,,
2019-HWC-0191-JASFU-0042,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,Habituation,Domestic grass,,
2019-HWC-0225-JASFU-0010,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Moose,1,,,Presence - Wildlife Exclusion Zones,Defence of Food,,,
2019-HWC-0446-JASFU-0119,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0446-JASFU-0120,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0479-JASFU-0034,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,20,,,,,,,
2019-HWC-0479-JASFU-0034,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0479-JASFU-0035,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,12,,,,,,,
2019-HWC-0479-JASFU-0035,2019-10-05,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0590-WATFU-0036,2019-10-05,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Management Intervention,Black Bear,1,Healthy,,,,Berries (natural),Presence of Vehicle,
2019-HWC-0590-WATFU-0037,2019-10-05,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Management Intervention,Black Bear,1,Healthy,,,,Vegetation (natural),Presence of Officer/Person,
2019-HWC-0590-WATFU-0038,2019-10-05,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Management Intervention,Black Bear,1,,,,,,,
2019-HWC-0000-BANFU-1781,2019-10-06,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,20,,,,,,,
2019-HWC-0000-BANFU-1781,2019-10-06,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Presence - Wildlife Exclusion Zones,Habituation,Vegetation (natural),Visual - Flagging or stick,Retreat - Run
2019-HWC-0000-BANFU-1782,2019-10-06,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,15,,,,,,,
2019-HWC-0000-BANFU-1782,2019-10-06,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Unaware,Defence of Mate,Vegetation (natural),Visual - Flagging or stick,Retreat - Run
2019-HWC-0000-BANFU-1783,2019-10-06,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,60,,,,,,,
2019-HWC-0000-BANFU-1783,2019-10-06,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Presence - Wildlife Exclusion Zones,Habituation,Domestic grass,Non-impact - Chalkball,Retreat - Walk
2019-HWC-0000-BANFU-1784,2019-10-06,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Bluff Charge,Defence of Mate,Vegetation (natural),Not Applicable,Not Applicable
2019-HWC-0000-BANFU-1785,2019-10-06,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Indifferent to People/Vehicles,Habituation,Vegetation (natural),Impact - Chalkball,Retreat - Run
2019-HWC-0000-BANFU-1786,2019-10-06,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Black Bear,1,Healthy,,Indifferent to People/Vehicles,Habituation,Vegetation (natural),Not Applicable,Not Applicable
2019-HWC-0000-BANFU-1787,2019-10-06,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Other,Stress,Unknown,None,Not Applicable
2019-HWC-0000-JASFU-2439,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,,,,,
2019-HWC-0000-JASFU-2439,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,Defence of Mate,,,
2019-HWC-0000-JASFU-2666,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,Defence of Mate,Domestic grass,,
2019-HWC-0000-JASFU-2667,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Red Fox,1,,,Presence - Wildlife Exclusion Zones,Food Conditioned,Garbage,,
2019-HWC-0000-JASFU-2668,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,1,,,Presence - Wildlife Exclusion Zones,Food Conditioned,"Fruit tree, shrub or garden",,
2019-HWC-0000-JASFU-2669,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,,,,,
2019-HWC-0000-JASFU-2669,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,Defence of Mate,Domestic grass,,
2019-HWC-0000-JASFU-2670,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Moose,3,,,,,,,
2019-HWC-0000-JASFU-2670,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Moose,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0000-JASFU-2671,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,,,Presence - Wildlife Exclusion Zones,Habituation,Domestic grass,,
2019-HWC-0000-JASFU-2672,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,White-tailed Deer,1,Dead,Collision,Not Applicable,,,,
2019-HWC-0000-JASFU-2673,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,1,,,Presence - Wildlife Exclusion Zones,Food Conditioned,"Fruit tree, shrub or garden",,
2019-HWC-0000-JASFU-2682,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Moose,1,,,Presence - Wildlife Exclusion Zones,,Road salt,,
2019-HWC-0000-JASFU-2683,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0000-JASFU-2684,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Bluff Charge,Defence of Mate,,,
2019-HWC-0000-JASFU-2685,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Red Fox,1,,,Presence - Wildlife Exclusion Zones,Food Conditioned,Garbage,,
2019-HWC-0000-JASFU-2686,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Black Bear,1,,,Indifferent to People/Vehicles,Food Conditioned,"Fruit tree, shrub or garden",Bear Spray,Retreat - Run
2019-HWC-0082-SKSFU-0034,2019-10-06,Saskatchewan South Field Unit,Grasslands National Park of Canada,Human Wildlife Interaction,Plains Bison,5,,,,,,,
2019-HWC-0082-SKSFU-0035,2019-10-06,Saskatchewan South Field Unit,Grasslands National Park of Canada,Rescued/Recovered/Found Wildlife,Richardson's Ground Squirrel,1,Dead,Collision,,,,,
2019-HWC-0191-JASFU-0041,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Attractant,None,0,,,,,Grain,,
2019-HWC-0208-NPRFU-0008,2019-10-06,Northern Prairies Field Unit,Elk Island National Park of Canada,Wildlife Sighting,Plains Bison,1,Injured,Unknown,Indifferent to People/Vehicles,,Vegetation (natural),Not Applicable,
2019-HWC-0225-JASFU-0011,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0441-JASFU-0011,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Moose,1,,,Presence - Wildlife Exclusion Zones,Defence of Space,,,
2019-HWC-0441-JASFU-0012,2019-10-06,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Moose,1,,,Bluff Charge,Defence of Space,,,
2019-HWC-0633-CBCFU-0032,2019-10-06,Coastal British Columbia Field Unit,Pacific Rim National Park Reserve of Canada,Human Wildlife Interaction,Black Bear,1,Unknown,,Indifferent to People/Vehicles,Unknown,Unknown,Noise - Voice,Indifferent
2019-HWC-0000-BANFU-1788,2019-10-07,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,6,,,,,,,
2019-HWC-0000-BANFU-1788,2019-10-07,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Indifferent to People/Vehicles,Unknown,Vegetation (natural),None,
2019-HWC-0000-BANFU-1789,2019-10-07,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,43,,,,,,,
2019-HWC-0000-BANFU-1789,2019-10-07,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,,,Indifferent to People/Vehicles,Habituation,,Visual - Flagging or stick,Retreat - Run
2019-HWC-0000-BANFU-1790,2019-10-07,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Mule Deer,4,,,,,,,
2019-HWC-0000-BANFU-1790,2019-10-07,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Mule Deer,1,,,Indifferent to People/Vehicles,Habituation,Vegetation (natural),Visual - Flagging or stick,Retreat - Run
2019-HWC-0000-BANFU-1791,2019-10-07,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,5,,,,,,,
2019-HWC-0000-BANFU-1791,2019-10-07,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Unknown,,Unknown,,Unknown,None,
2019-HWC-0000-BANFU-1792,2019-10-07,Banff Field Unit,Banff National Park of Canada,Highway Fence Intrusion,Black Bear,1,Healthy,,Other,,Vegetation (natural),Non-impact - Chalkball,Retreat - Run
2019-HWC-0000-BANFU-1793,2019-10-07,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Other,,Domestic grass,Presence of Officer/Person,Retreat - Run
2019-HWC-0000-BANFU-1794,2019-10-07,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,10,,,,,,,
2019-HWC-0000-BANFU-1794,2019-10-07,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Unknown,,Physical or Aggressive Display,Unknown,,Non-impact - Chalkball,Retreat - Run
2019-HWC-0000-JASFU-2687,2019-10-07,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Moose,3,,,,,,,
2019-HWC-0000-JASFU-2687,2019-10-07,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Moose,1,,,Presence - Wildlife Exclusion Zones,Habituation,Road salt,,
2019-HWC-0000-JASFU-2688,2019-10-07,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,1,,,Presence - Wildlife Exclusion Zones,,,,
2019-HWC-0000-YKLLFU-0202,2019-10-07,"Lake Louise, Yoho and Kootenay Field Unit",Yoho National Park of Canada,Human Wildlife Interaction,Elk,16,,,,,,,
2019-HWC-0446-JASFU-0121,2019-10-07,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,Elk,16,,,,,,,
